id,gender,mcat,scat,name,color,season,usage,brand,price,no of ratings,avg rating,url
35447,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,Doodle Girls Printed Red Top,1042,132,2.2,http://assets.myntassets.com/v1/images/style/properties/c9dcf7087e1b451ae77bae42ac0a377a_images.jpg
7292,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,DC Comics Men's Dist Royal Blue T-shirt,2051,453,3.3,http://assets.myntassets.com/v1/images/style/properties/62c1709186a10146844bf2af1a14b1f7_images.jpg
29018,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Men Color Block Grey T-shirt,212,163,3.9,http://assets.myntassets.com/v1/images/style/properties/8713b10eac76ee29d47d59d0d0ca8232_images.jpg
15040,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,Casual,ADIDAS Men Printed Purple Sweatshirts,751,345,5.0,http://assets.myntassets.com/v1/images/style/properties/248a60cbb5859b173353d4b12ab0ae14_images.jpg
4417,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Free Authority Men's Cool Monkey Headphones White T-shirt,2284,266,3.7,http://assets.myntassets.com/v1/images/style/properties/23e4614f67adfaac92fa1b51f7d2faad_images.jpg
24707,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Puma Men Yellow Printed T-shirt,2094,28,3.0,http://assets.myntassets.com/v1/images/style/properties/242712299e8b9e4346d3fd6f66d94e84_images.jpg
1165,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Mean Team India Cricket Jersey,2135,286,2.4,http://assets.myntassets.com/assets/images/1165/2018/2/28/11519814282010-Nike-Mean-Team-India-Cricket-Jersey-6241519814281812-1.jpg
20195,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,Casual,Wrangler Men Polo Charcoal T-shirt,2691,314,3.1,http://assets.myntassets.com/v1/images/style/properties/5e0ce16814e4dcd4f1ae4c9c73336757_images.jpg
38956,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Gini and Jony Boys Printed Blue T-shirt,593,134,2.4,http://assets.myntassets.com/v1/images/style/properties/90bce02759035ec8637c5b3db5a3a8ea_images.jpg
32450,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Women Printed Black T-shirt,370,433,4.6,http://assets.myntassets.com/v1/images/style/properties/23ffdb6e03266a0af92b99892325808a_images.jpg
40070,Women,Apparel,Bottomwear,Capris,Black,Summer,Casual,ADIDAS Women Black Capris,2470,124,4.5,http://assets.myntassets.com/v1/images/style/properties/0cfa4f9f85deaa718134a29ecf342db5_images.jpg
33582,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Wrangler Men True Rider White T-shirt,2401,446,2.8,http://assets.myntassets.com/v1/images/style/properties/86cfce9f23ec069de8454cb2640b285a_images.jpg
24535,Women,Apparel,Topwear,Kurtis,Blue,Fall,Ethnic,Mother Earth Women Blue Printed Kurti,1046,258,2.7,http://assets.myntassets.com/v1/images/style/properties/4c083eaf7a3e34f7449fc2a436f83f46_images.jpg
30307,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,Myntra Men Surf Punk Off White T-shirt,2902,438,3.7,http://assets.myntassets.com/v1/images/style/properties/88d86fd4e85f3735afc86cf51a639071_images.jpg
26262,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Proline Men Green Polo T-Shirt,496,364,3.4,http://assets.myntassets.com/v1/images/style/properties/48b84360405d1ebbec2d4d3fbcc16ccd_images.jpg
55790,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,Casual,SDL by Sweet Dreams Women Black Nightdress,2388,247,3.4,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Black-Nightdress_924d97ff648582032f13fc47a77a8e59_images.jpg
12057,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,W Women Printed Brown Kurtas,2526,53,2.5,http://assets.myntassets.com/v1/images/style/properties/b0eb8b9ac61e96df504c89591fca2ab0_images.jpg
6172,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Lee Men's Yellow Brass T-shirt,2618,176,4.7,http://assets.myntassets.com/v1/images/style/properties/b90972a0db6b63b89cf323a3e47d0ffa_images.jpg
46387,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,ADIDAS Men Black Shorts,1282,9,3.3,http://assets.myntassets.com/v1/images/style/properties/87b0fa0d9470d2a2d3efec5f57907266_images.jpg
53003,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,FNF Multi Coloured Printed Sari,993,482,3.7,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Multi-Coloured-Sari_8ed32d02443e61eb0add13d1d18ae1ea_images.jpg
36494,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Folklore Women Printed Black Kurta,1292,448,3.1,http://assets.myntassets.com/v1/images/style/properties/aea3ff3dbc22b91de5116f4179372e41_images.jpg
4241,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Probase Men's Musical Figures Maroon T-shirt,2632,195,4.1,http://assets.myntassets.com/v1/images/style/properties/5f4df5537ffbc8315f0ef44e6e99e8af_images.jpg
15616,Men,Apparel,Topwear,Sweatshirts,Olive,Fall,Casual,Nike Men Casual Olive Sweatshirts,2949,394,4.7,http://assets.myntassets.com/v1/images/style/properties/2f63a4eab91b353282fa5c2b5d16111a_images.jpg
21423,Women,Apparel,Topwear,Tops,Black,Winter,Casual,Roxy Women Black Top,952,310,3.4,http://assets.myntassets.com/v1/images/style/properties/Roxy-Women-Black-Top_3b2466c47b0ffecaee39776884e5d160_images.jpg
24151,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Aurelia Women Black Printed Kurta,2264,230,2.9,http://assets.myntassets.com/v1/images/style/properties/c3684a63066f67bbe8698a4c365e2bf5_images.jpg
44888,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Puma Men Red Polo Neck T-shirt,1059,238,4.9,http://assets.myntassets.com/v1/images/style/properties/fcc0b4045cc4d9fe81f12a055c10cab0_images.jpg
10364,Men,Apparel,Topwear,Tshirts,Magenta,Fall,Casual,United Colors of Benetton Men Solid Magenta T-shirt,711,188,2.1,http://assets.myntassets.com/v1/images/style/properties/e525f8a0960144c0adc64082de797dd3_images.jpg
3064,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Tantra Men's Arrest Yellow T-shirt,1220,56,3.7,http://assets.myntassets.com/v1/images/style/properties/e1550337c78a362c8a06841cae543a66_images.jpg
54226,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Casual,Highlander Men Charcoal Chinos,1578,438,2.7,http://assets.myntassets.com/v1/images/style/properties/Highlander-Men-Charcoal-Chinos_1ce8ae7175a6e69fd554611f5cb390bb_images.jpg
30763,Men,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Fabindia Men Printed White Kurta,1441,63,3.9,http://assets.myntassets.com/v1/images/style/properties/17152c689e1d0636627d79a0c0e4d899_images.jpg
3858,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Ed Hardy Men's Grey Bull Dog T-shirt,1421,269,4.1,http://assets.myntassets.com/v1/images/style/properties/7073125b6929057da284067c18a4f6c8_images.jpg
18935,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Levi's Men Graphic Print Blue Tshirt,1933,343,3.7,http://assets.myntassets.com/v1/images/style/properties/0768de775ca65988dbb3722bfcfc91b6_images.jpg
12601,Unisex,Apparel,Topwear,Tshirts,Red,Fall,Casual,Tantra Unisex Printed Red Tshirts,2666,37,4.2,http://assets.myntassets.com/v1/images/style/properties/01873137e6dda8cd8796f35a4ad69fae_images.jpg
42171,Men,Apparel,Topwear,Tshirts,Black,Winter,Casual,Status Quo Men Black T-shirt,405,166,3.4,http://assets.myntassets.com/v1/images/style/properties/0c5cae10bb34778a9cb0757691a48d1b_images.jpg
30551,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Inkfruit Men Music Evolution Blue T-shirt,2960,65,2.4,http://assets.myntassets.com/v1/images/style/properties/a894491389bf32bcbcd88bdab397cc3f_images.jpg
23146,Men,Apparel,Topwear,Sweatshirts,Brown,Fall,Casual,Quechua Men Fleece Brown Sweatshirt,1092,442,3.6,http://assets.myntassets.com/v1/images/style/properties/0d96770d9dff3f3023766e87b52cd439_images.jpg
6724,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Locomotive Men's Print Electric Supply Blue T-shirt,1717,245,2.2,http://assets.myntassets.com/v1/images/style/properties/56f6f0c70741d9a0ff42e3b84f1cd679_images.jpg
37774,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,John Players Men Check Shirts,2494,406,2.2,http://assets.myntassets.com/v1/images/style/properties/318906d5925cfdfc94debd11e4269dff_images.jpg
24363,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Folklore Women Green  Kurta,2945,390,3.6,http://assets.myntassets.com/v1/images/style/properties/c86c955c003375908710265bd16ec032_images.jpg
40626,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Span Women Pink Kurta,2632,228,2.3,http://assets.myntassets.com/v1/images/style/properties/920ba0251b22783022733bb93c183f27_images.jpg
32206,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Fabindia Women Green Kurta,2269,112,5.0,http://assets.myntassets.com/v1/images/style/properties/06092e1d5f2f5c3c2bac064f5e590338_images.jpg
11084,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Scullers Men Check Blue Shirts,1035,343,3.2,http://assets.myntassets.com/v1/images/style/properties/9b9af6db04b68224e790336728c7395c_images.jpg
14730,Men,Apparel,Topwear,Tshirts,Off White,Fall,Casual,Ed Hardy Men Dog Print Off White Tshirts,2456,363,2.1,http://assets.myntassets.com/v1/images/style/properties/c872fa4a756ca05b8daf76621e45a4fd_images.jpg
52125,Girls,Apparel,Dress,Dresses,Pink,Summer,Casual,Doodle Girls Pink Printed Dress,1600,127,3.8,http://assets.myntassets.com/v1/images/style/properties/2210e932090741098a9755e785bf2a3e_images.jpg
11242,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,Flying Machine Women Veron Black Jeans,2642,181,3.8,http://assets.myntassets.com/v1/images/style/properties/21b9406ca1c9e2ba7ad1bcc4f466504f_images.jpg
52919,Women,Apparel,Saree,Sarees,White,Fall,Ethnic,FNF White Printed Sari,2832,29,3.3,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Printed-White-Sari_25322b8894394cb3e10ec8919a05f3cc_images.jpg
31645,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,Indigo Nation Men Purple Shirt,420,54,2.7,http://assets.myntassets.com/v1/images/style/properties/9dd3e1f156e76d9f461508be1233662f_images.jpg
8478,Women,Apparel,Topwear,Jackets,Blue,Fall,Casual,Forever New Women Vintage Blue Jackets,211,274,4.0,http://assets.myntassets.com/v1/images/style/properties/d02da8fda6a0495027b99a35c99c29f6_images.jpg
13515,Women,Apparel,Bottomwear,Skirts,Blue,Fall,Casual,Palm Tree Kids Girl Washed Blue Skirts,2631,369,3.6,http://assets.myntassets.com/v1/images/style/properties/4a990a9d990f05ec285fba90937ffbfc_images.jpg
30797,Men,Apparel,Topwear,Shirts,Black,Summer,Ethnic,Fabindia Men Hand Block Printed Black Shirt,2546,59,3.9,http://assets.myntassets.com/v1/images/style/properties/46815d76f9333375ae2e0bd9f2593656_images.jpg
2142,Men,Apparel,Topwear,Tshirts,Grey,Spring,Casual,Basics Men Grey Tshirt,2673,224,2.4,http://assets.myntassets.com/v1/images/style/properties/db1e35bf3447356a4c98bffce11cda6f_images.jpg
43265,Women,Apparel,Topwear,Kurtas,Orange,Summer,Ethnic,Aneri Women Orange Kurta,1710,496,2.9,http://assets.myntassets.com/v1/images/style/properties/636a0d5ec2e040a01c50736c4950ba4e_images.jpg
16067,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,Highlander Men Solid Black Trouser,2369,270,2.8,http://assets.myntassets.com/v1/images/style/properties/8bc053c90438cde1b8a08ddd9edc49c8_images.jpg
7430,Women,Apparel,Topwear,Tunics,Purple,Summer,Casual,W Women Square Neck Short Sleeve Purple Tunic,930,147,2.7,http://assets.myntassets.com/v1/images/style/properties/84bb3cfbb33832f2a9a471a03b9ef7f6_images.jpg
19813,Men,Apparel,Topwear,Sweatshirts,Green,Fall,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt,2453,187,3.5,http://assets.myntassets.com/v1/images/style/properties/67aa22514a844e17dbc843ce8e008527_images.jpg
34337,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Myntra Men Angels Oil Purple T-shirt,543,428,2.1,http://assets.myntassets.com/v1/images/style/properties/e41660c9240f281a054110ad31cf8a15_images.jpg
50672,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey Melange,Summer,Sports,Chromozome Men Grey Melange Ranger Lounge Pants S-5429,1974,224,3.4,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Grey-Melange-Ranger-Track-Pants_5aa04c8503d49899dca0537e65aa84e1_images.jpg
28768,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,Aurelia Women Striped Beige Kurta,1302,76,4.2,http://assets.myntassets.com/v1/images/style/properties/2346137029509321ad85a24619aec319_images.jpg
9798,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Spykar Men Ranger White Navy Stripe Blue Shirts,894,66,3.8,http://assets.myntassets.com/v1/images/style/properties/bfe2ebb2e90bdabfdea7e89b76c28d03_images.jpg
34939,Women,Apparel,Topwear,Dupatta,Cream,Summer,Ethnic,Fabindia Off White Chanderi Dupatta,724,240,4.5,http://assets.myntassets.com/v1/images/style/properties/78274f093ac3794988eeef6d4f363327_images.jpg
22060,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Vishudh Women Printed Blue Kurta,2017,196,3.8,http://assets.myntassets.com/v1/images/style/properties/f841b4b429e12487f5d5305d25b9572c_images.jpg
51592,Women,Apparel,Bottomwear,Jeggings,Black,Summer,Casual,Wrangler Women Black Jeggings,1649,201,3.4,http://assets.myntassets.com/v1/images/style/properties/0d2d063873969dcdb0892866566c2734_images.jpg
34105,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Doodle Boys Check Blue Shorts,676,90,4.5,http://assets.myntassets.com/v1/images/style/properties/5631a2b491808866d9f10d9c23d75cf0_images.jpg
5155,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Wrangler Women's Lip Print Yellow T-shirt,2596,217,4.6,http://assets.myntassets.com/v1/images/style/properties/2dcd5a2dce80809ca5387ca07ceba402_images.jpg
37780,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,John Players Men Bright Striped Shirt,173,438,3.2,http://assets.myntassets.com/v1/images/style/properties/e6fa44e249527d301b944e4a8f655afa_images.jpg
4087,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Classic Polo Men's White With Purple Navy Maroon Stripe T-shirt,168,177,3.0,http://assets.myntassets.com/v1/images/style/properties/9752d74a664a3d4fc4be1301eb09dc1a_images.jpg
5969,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,Locomotive Men Red Blue Checked Shirt,1674,83,4.2,http://assets.myntassets.com/v1/images/style/properties/fc946dde022a5cb7b64b7c64705afa8e_images.jpg
41700,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,DC Comics Men Black Printed Shorts,723,93,3.0,http://assets.myntassets.com/v1/images/style/properties/6ec031bc91721b48f9307a79ce4ffb36_images.jpg
11070,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Check Black Shirts,370,16,4.4,http://assets.myntassets.com/v1/images/style/properties/4c781288f928c606aa6ad4e96025a36c_images.jpg
2714,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Disney Kids Boy's Red Goofy Surf Kidswear,1187,404,2.9,http://assets.myntassets.com/v1/images/style/properties/fcd278eaeace3cd6d3e6b8b13265fa2a_images.jpg
13343,Boys,Apparel,Bottomwear,Shorts,Black,Fall,Casual,Gini and Jony Boys Black Cargo Shorts,472,270,3.7,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Black-Cargo-Shorts_1cd0561ce5920f6b8c3f14d0b2f5c407_images.jpg
27176,Men,Apparel,Topwear,Shirts,White,Summer,Formal,Mark Taylor Men Striped White Shirt,2810,173,4.5,http://assets.myntassets.com/v1/images/style/properties/ff2194bf4bd21ac4b1acf8200822f8b9_images.jpg
19679,Women,Apparel,Topwear,Tops,Black,Summer,Casual,United Colors of Benetton Women Solid Black Top,1759,266,4.1,http://assets.myntassets.com/v1/images/style/properties/6a1a1b9c02ad2fa015d4c53ca4b59a91_images.jpg
50024,Women,Apparel,Bottomwear,Leggings,Black,Winter,Casual,Hanes Women Black ComfortSoft Waistband Cotton Stretch Full Leggings,206,321,4.6,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Black-Leggings_e0401c539031f4c9c4f60378a8ba8a40_images.jpg
26898,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Jealous 21 Women Pink Top,2236,278,3.1,http://assets.myntassets.com/v1/images/style/properties/cfeb78e3b0dc64acdf804482ff556bb6_images.jpg
7266,Men,Apparel,Bottomwear,Track Pants,Cream,Summer,Casual,Timberland Men's Twill 5 Oats Beige Pant,1284,327,2.8,http://assets.myntassets.com/v1/images/style/properties/f77742ab04b6649d909980f917a1f500_images.jpg
22404,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Mark Taylor Men Striped Green Shirt,706,187,2.8,http://assets.myntassets.com/v1/images/style/properties/cb7ff33e472b01564aee6c4135f51fea_images.jpg
16631,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,Casual,Facit Men Smart  Charcoal Tshirt,1562,389,2.9,http://assets.myntassets.com/v1/images/style/properties/3b12506e059d719700c8c1df62f1df19_images.jpg
36236,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,W Women Printed Blue Kurta,682,357,4.6,http://assets.myntassets.com/v1/images/style/properties/a7a456dd49fc91f320b8e734ee25a83e_images.jpg
20353,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Spykar Women Washed Blue Jeans,1638,172,4.9,http://assets.myntassets.com/v1/images/style/properties/0391dcfe127f79ac1a5ef9fecee389ca_images.jpg
11414,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,United Colors of Benetton Men Solid Black Shirt,469,34,4.9,http://assets.myntassets.com/v1/images/style/properties/018bb4ec9b665019d399d54b19e9a7f8_images.jpg
57201,Women,Apparel,Topwear,Tunics,Brown,Summer,Casual,Elle Women Brown Tunic,1663,177,4.4,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Brown-Tunic_883b177092a2918b8014f9ba22aef89c_images.jpg
33744,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Vero Moda Prim Women Top,797,440,4.9,http://assets.myntassets.com/v1/images/style/properties/e8b6b4c9534a11b73faa2e5982426437_images.jpg
36004,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Ben 10 Boys Crew Yellow T-shirt,252,36,4.2,http://assets.myntassets.com/v1/images/style/properties/d34c404a0f689f103a0714e3a846ff25_images.jpg
20161,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Wrangler Men Neon Accent Green Shirt,1012,148,4.9,http://assets.myntassets.com/v1/images/style/properties/4f17d1ee553878128c9463e67c93cb8b_images.jpg
11626,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,W Women Printed Purple Kurtas,1818,29,3.2,http://assets.myntassets.com/v1/images/style/properties/58b94fd0d46bda75ae0d47f06904545f_images.jpg
59995,Women,Apparel,Dress,Dresses,Black,Fall,Party,Avirate Black Dress,1361,379,2.3,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black-Dress_0e9668149b4250ac84cdc6256ccc9584_images.jpg
40084,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,Casual,ADIDAS Men Navy Blue Shorts,1880,93,3.1,http://assets.myntassets.com/v1/images/style/properties/f70c372231e3c87c44c526212aa896b9_images.jpg
33576,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Wrangler Men Motoroil Navy Blue T-shirt,2384,286,4.7,http://assets.myntassets.com/v1/images/style/properties/c92ee7d2835d99ab9ad35bbb67f83f96_images.jpg
57033,Women,Apparel,Topwear,Shirts,Black,Summer,Casual,Forever New Women Black Shirt,1388,421,3.3,http://assets.myntassets.com/v1/images/style/properties/Forever-New-Women-Black-Shirt_21e3f0ef45c2d22d9d7733a932438d1d_images.jpg
31221,Women,Apparel,Bottomwear,Capris,Black,Summer,Casual,Puma Women Black Capris,652,169,3.7,http://assets.myntassets.com/v1/images/style/properties/e33337627de45a6df76c963592eb778b_images.jpg
7868,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Proline Men Red Round Neck T-shirt,1040,238,3.0,http://assets.myntassets.com/v1/images/style/properties/82afbd02594d9411c3ddb6cbc236f33a_images.jpg
16403,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Levis Men Check Red Shirts,1005,260,4.4,http://assets.myntassets.com/v1/images/style/properties/bcc8f7f1eea7aa132c97cc323c5ea4d0_images.jpg
8820,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Spykar Men Ranger White Full Shirts,1723,275,2.9,http://assets.myntassets.com/v1/images/style/properties/ea2bbdc84a4512d5987e74c557e2b141_images.jpg
7054,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,s.Oliver Men Striped Dark Grey Shirt,1925,195,2.2,http://assets.myntassets.com/v1/images/style/properties/70cb5bb4c80cb75c38f4a251376e9d22_images.jpg
40619,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Span Women Red Kurta,362,137,3.9,http://assets.myntassets.com/v1/images/style/properties/d37551f44aa0243f213ffe99af5f9252_images.jpg
32239,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Fabindia Women Printed Red Kurta,342,470,4.6,http://assets.myntassets.com/v1/images/style/properties/ffc0ac74449be035f6b86ad2441d475a_images.jpg
4870,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Levis Kids Boy's Dawson Red Teens Kidswear,795,431,4.7,http://assets.myntassets.com/v1/images/style/properties/829c79f683188dd02378fd1543a90905_images.jpg
3269,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Guerrilla Men's Judgement Day Red T-shirt,2475,28,3.7,http://assets.myntassets.com/v1/images/style/properties/357e9ce8e6484132ee3d451972063d79_images.jpg
23945,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Provogue Men Printed White T-shirt,155,122,2.1,http://assets.myntassets.com/v1/images/style/properties/a8022523c3c29b62dd95a4d3850af7a1_images.jpg
48474,Women,Apparel,Dress,Dresses,Black,Winter,Casual,French Connection Women Black Dress,1863,213,2.0,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Black-Dress_50360aa220445f49cef887665bfe7523_images.jpg
18304,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Aneri Women Eva Pink Kurta,2046,121,2.8,http://assets.myntassets.com/v1/images/style/properties/142ed3d507d281bf5a7cd1828faff407_images.jpg
42972,Women,Apparel,Bottomwear,Swimwear,Black,Winter,Casual,Amante Black Swimsuit WCSD07,1951,180,4.9,http://assets.myntassets.com/v1/images/style/properties/5880dbff1db9c2807c52e623dcf15df8_images.jpg
23179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Mark Taylor Men Yellow Printed T-shirt,1759,387,4.9,http://assets.myntassets.com/v1/images/style/properties/649eb352ebdc1b4a5a624f5558a676d2_images.jpg
2189,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,ADIDAS Men Grey Logo T-shirt,1591,102,4.2,http://assets.myntassets.com/v1/images/style/properties/4474992c9bde1c2099640afbcfc9e841_images.jpg
17942,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Puma Men Polo Striped Jersey Grey Tshirt,2106,421,4.4,http://assets.myntassets.com/v1/images/style/properties/7d47943d063d0e6ddbab452055975490_images.jpg
3867,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Wrangler Men's Saddle Up Rust T-shirt,582,104,4.1,http://assets.myntassets.com/v1/images/style/properties/5fe6793cea9ece5ddab9038924a67ea7_images.jpg
6529,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men's Pique Blue Polo T-Shirt,1298,159,4.6,http://assets.myntassets.com/v1/images/style/properties/10932e7a6fc6f800c6d9da90a2259e12_images.jpg
24952,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,United Colors of Benetton Women White T-shirt,497,424,3.5,http://assets.myntassets.com/v1/images/style/properties/111d8a488585d300277590bcbb41eab7_images.jpg
15629,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,Nike Men AS Squad Fleece FZ Hoody Navy Blue Sweatshirts,1887,365,3.1,http://assets.myntassets.com/v1/images/style/properties/695f55eab183fbe1cc1d54f228faaeb0_images.jpg
53800,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Black T-shirt,582,144,3.2,http://assets.myntassets.com/v1/images/style/properties/1b38a2c7274fa89e94ea55fa510800a1_images.jpg
45965,Women,Apparel,Topwear,Tops,Grey Melange,Summer,Casual,Tokyo Talkies Women Grey Melange Printed Top,2095,212,3.4,http://assets.myntassets.com/v1/images/style/properties/3460af29d76ca286877ec49d238264f7_images.jpg
11289,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,Wrangler Men Blue Texas Jeans,1926,226,4.7,http://assets.myntassets.com/v1/images/style/properties/e4e6e6ab449f556a3878d6fa1eef1f86_images.jpg
6971,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,s.Oliver Men's Rebelution Dark Grey T-shirt,2073,182,2.2,http://assets.myntassets.com/v1/images/style/properties/ef60b9423286a95264f0efc94eca6c3d_images.jpg
30338,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Myntra Men Mogambc Red T-shirt,1034,24,2.4,http://assets.myntassets.com/v1/images/style/properties/168ab982966bac2a7e7161dfeeb0f535_images.jpg
12068,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,W Women Printed White Kurtas,347,232,4.5,http://assets.myntassets.com/v1/images/style/properties/fec3c70f0333167711830252eed699bd_images.jpg
38155,Men,Apparel,Topwear,Jackets,Black,Summer,Casual,Wildcraft Men Black Husky Sleeveless Jacket,1411,368,3.7,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Black-Husky-Sleeveless-Jacket_e50e20dea192c23f3bd52165d9316a98_images.jpg
4428,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Wrangler Men's Broad Stripe Polo Grey Melange T-shirt,2563,358,2.8,http://assets.myntassets.com/v1/images/style/properties/dc5487e25e85acc767dd6ea7888be198_images.jpg
1966,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Domyos Mens Compression Black T-shirt,2907,337,5.0,http://assets.myntassets.com/v1/images/style/properties/fcf3120ad31d59bc3c7d622452298a35_images.jpg
14991,Men,Apparel,Topwear,Sweaters,Green,Fall,Casual,ADIDAS Men Solid Green Sweaters,627,388,4.4,http://assets.myntassets.com/v1/images/style/properties/e62114a36e7821d33272a3a5eb37de2f_images.jpg
9337,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Puma Men Heroes Graphic Yellow Tshirts,191,397,2.6,http://assets.myntassets.com/v1/images/style/properties/78c6e3e84c5c7f8e7171f6b37afe35d2_images.jpg
18760,Women,Apparel,Topwear,Shirts,Grey,Fall,Casual,Arrow Woman Aiyanna Grey Shirt,1189,208,4.5,http://assets.myntassets.com/v1/images/style/properties/eed96e4f53a3589bc1425d3c15b58f0c_images.jpg
