id,gender,mcat,scat,name,color,season,usage,brand,price,no of ratings,avg rating
4934,Women,Apparel,Dress,Dresses,Peach,Summer,Casual,Gini and Jony Girl's Valerie Peach White Infant Kidswear,197,213,3.9
56638,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,Mumbai Slang Women Multi Coloured Tunic,520,234,4.1
39795,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,Peter England Men Black Formal Trousers,1384,478,3.4
59670,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,FNF Blue & Brown Evening Wear Sari,325,366,2.5
10811,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Wrangler Men Rodeo 47 Tab Pkt Red Shirts,1736,419,3.4
52896,Women,Apparel,Saree,Sarees,Pink,Fall,Ethnic,FNF Printed Pink Sari,706,88,2.5
59442,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,Arrow Men Green Shirt,1487,459,4
32973,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Mr. Men Printed Blue T-shirt,793,324,2
24816,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Arrow Women Blue Tops,2949,334,4.6
3923,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Casual,Urban Yoga Men's Yoga Navy Track Pant,380,51,3
17806,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,Chhota Bheem Kids Girl Chutki Butterfly White Tshirt,2012,75,2.4
30618,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Printed Red T-shirt,425,129,4
9425,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,John Miller Men Purple Fila-Fil Shirts,277,456,3.6
42238,Women,Apparel,Topwear,Tunics,Grey,Summer,Casual,Sepia Women Grey Tunic,562,73,4.7
21900,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,BIBA Women Printed Blue Kurta,2787,283,5
57980,Girls,Apparel,Topwear,Tops,White,Summer,Casual,Doodle Girls White and Purple Printed Top,1695,86,3.3
56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,John Players Men Blue Jeans,2340,261,4.3
12910,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Spykar Men Mandarin Collar Blue Shirts,1072,161,4.6
6009,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Highlander Men White Blue Checked Slim Fit Shirt,2110,179,3.1
26319,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,Proline Men  Grey Track Pants,2673,309,4.8
8193,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Locomotive Men Solid Poplin Lamar Blue Shirts,1275,208,4.6
26917,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,Jealous 21 Women Printed Purple Top,2462,221,3.6
30872,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,Fabindia Women Beige Hand Block Printed Kurta,1079,14,2.4
3749,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Status Quo Men's Sound Off Blue T-shirt,802,315,4.2
18624,Men,Apparel,Topwear,Sweaters,Cream,Fall,Casual,Puma Men Lifestyle Knitted Cream Sweaters,238,461,3.9
10449,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Flying Machine Men Black Polo Tshirts,2130,255,2.8
15907,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Black Coffee Men Check White Shirt,340,218,2.3
44799,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Spykar Women Black Top,1838,240,4.2
18885,Women,Apparel,Topwear,Shirts,Black,Fall,Formal,Arrow Woman Simona Black Shirt,1516,284,5
34273,Women,Apparel,Topwear,Dupatta,Green,Summer,Ethnic,Fabindia Women Printed Green Dupatta,2646,13,2.8
19957,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,United Colors of Benetton Men Grey Sweater,559,282,2.1
7574,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men's Blue Polo T-shirt,537,70,3.8
22316,Men,Apparel,Topwear,Jackets,Grey,Fall,Casual,Wildcraft Men Solid Grey Jacket,222,40,3.6
16123,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,ADIDAS Men Blue Polo Tshirt,654,415,4.9
2006,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Puma Men's African Splash T-shirt,1873,76,3.3
43321,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,United Colors of Benetton Women Pink T-shirt,2421,385,4.2
13451,Women,Apparel,Topwear,Shirts,Pink,Summer,Casual,United Colors of Benetton Women Check Pink Shirts,2120,210,2.7
12583,Unisex,Apparel,Topwear,Tshirts,Green,Fall,Casual,Tantra Unisex Printed Green Tshirts,1159,435,3.4
11306,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Wrangler Women Blue Sophia Jeans,431,114,4
33056,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Formal,U.S.Polo Assn. Men Striped Navy Blue Shirt,2291,354,4.3
52061,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Myntra Men White Printed T-shirt,514,279,2.7
21593,Women,Apparel,Bottomwear,Capris,Grey,Summer,Casual,Nike Women Solid Grey Capris,2659,261,4.6
14674,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,Basics Men Yellow Slim Fit Shirt,2858,374,4.3
33264,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,Casual,Gini and Jony Boys Beige Shorts,420,21,4.1
36716,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Printed White T-Shirt,1746,385,4
5011,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girl's Tiana Pink Kidswear,633,126,3.7
34041,Boys,Apparel,Topwear,Shirts,Red,Summer,Casual,Gini and Jony Boys Check Red Shirt,158,5,2.2
2234,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Men Stripe Black T-shirt,1518,28,3.8
10482,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Flying Machine Men Ydc Blue Shirts,386,125,2.3
11550,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,W Women Printed Blue Kurtas,493,327,4.4
25765,Men,Apparel,Topwear,Suspenders,Brown,Summer,Formal,Lino Perros Men Light Brown Suspenders,666,441,4.9
20217,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,Casual,Wrangler Men Contrast Rib Navy Blue Sweater,1356,357,3
14022,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,Nike Men Solid Navy Blue Shorts,1252,214,2.4
46005,Women,Apparel,Saree,Sarees,Mustard,Summer,Ethnic,Fabindia Mustard Yellow & Green Striped Mangalgiri Saree,1257,465,2.1
34425,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Myntra Men Orange Urban Games T-shirt,525,363,3
3782,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Status Quo Men's Beach Sky Blue T-shirt,1873,127,4.7
31157,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,Gini and Jony Boys Green T-shirt,398,341,2.2
27032,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Jealous 21 Women Blue Hip Fit Jeans,777,221,3.5
43577,Girls,Apparel,Topwear,Tops,Peach,Summer,Casual,Gini and Jony Girls Woven Peach Top,1103,337,4.5
28846,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Proline Men Maroon T-shirt,1088,252,2.1
22772,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,BIBA Women Printed Red Kurta,399,104,4.3
16547,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Basics Men Blue Slim Fit Checked Shirt,2267,316,4.7
50352,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,Ethnic,Aurelia Women Navy Blue Kurta,794,278,2.6
31365,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Locomotive Men Printed Grey T-shirt,2342,281,2.4
57177,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Elle Women Blue Tunic,1434,207,4.1
41012,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Pack Of Two White T-shirt,1016,281,2.8
11762,Women,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Lee Women Printed Yellow Tshirts,1272,411,3.9
20025,Men,Apparel,Topwear,Shirts,White,Fall,Casual,United Colors of Benetton Men Solid White Shirt,1283,138,4.9
52405,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,Casual,Red Rose Women Black Nightdress,440,98,4.7
4795,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,ADIDAS Men's Crkt Col White Polo T-Shirt,2529,359,2.8
10476,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual,Flying Machine Men Ydc Pink Shirts,525,398,3.1
56263,Men,Apparel,Loungewear and Nightwear,Night suits,Mustard,Summer,Casual,SDL by Sweet Dreams Men Mustard Pyjama Set,2373,238,2.5
25791,Men,Apparel,Topwear,Suspenders,Purple,Summer,Formal,Arrow Men Purple Suspenders,1996,169,2.5
15104,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Mother Earth Women Printed Black Kurtas,987,165,4
26928,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Jealous 21 Women Black Dress,2452,205,2.1
6204,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Lee Men's Transfer White T-shirt,1763,454,3.1
50194,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,Gini and Jony Boys Black T-shirt,1083,251,2.3
3776,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Status Quo Men's Green Polo T-shirt,1934,237,2.9
26114,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,John Miller Men Purple Shirt,1593,43,4.3
12321,Men,Apparel,Topwear,Shirts,Blue,Winter,Formal,Genesis Blue Striped Formal Shirt,1478,455,2.9
22786,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Deni Yo Men Washed Blue Jeans,2137,202,2.8
9842,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Classic Polo Men Ikon Red Polo Tshirts,1499,217,4.5
6036,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,UCB Womens Photographic Print Black T-shirt,296,99,3.8
12113,Women,Apparel,Topwear,Kurtis,Blue,Fall,Ethnic,W Women Blue Printed Kurti,2022,351,4.8
42663,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,Alma Women Cream Printed Kurta,949,287,4.9
3544,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Myntra Men's Turn me on White T-shirt,2525,306,3.7
54706,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Shree Women White Printed Kurta,2876,202,3.6
10644,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Doodle Boy D Print Blue Tshirts,617,242,4.1
57183,Women,Apparel,Topwear,Tunics,Lavender,Summer,Casual,Elle Women Violet and Lavender Tunic,2158,254,3.2
40134,Boys,Apparel,Topwear,Shirts,Black,Summer,Casual,Gini and Jony Boys Check Black Shirt,2573,237,4.8
11796,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Vishudh Women Pigment Print Green Kurtas,2054,217,4.6
38812,Women,Apparel,Topwear,Tops,Burgundy,Summer,Casual,Latin Quarters Women Burgundy Printed Top,1864,151,3.3
15336,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Casual,Nike Men Solid Grey Shorts,922,152,4.1
4761,Men,Apparel,Topwear,Tshirts,Green,Summer,Sports,ADIDAS Men's Stripe Polo Green Grey T-shirt,1338,145,3.6
23230,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Aneri Women Blue Checks Kurta,1761,33,4.4
34287,Women,Apparel,Topwear,Dupatta,Green,Summer,Ethnic,Fabindia Women Green Chanderi Dupatta,798,386,3
7580,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,Nike Men's As Kill Man T-shirt,2391,15,2.2
51610,Women,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,Kraus Jeans Women Brown Corduroy Trousers,1480,293,4.7
30627,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,Nike Men Kobe Old Master Grey T-shirt,342,371,3.2
12577,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,Tantra Women Black Printed T-shirt,2727,112,4
42207,Women,Apparel,Topwear,Tops,White,Summer,Casual,Sepia Women White Printed Top,923,219,4.8
3120,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Probase Men's Freestyler Turquoise T-shirt,1452,343,2.8
24015,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Locomotive Men Printed Black T-shirt,2688,112,3.6
52095,Women,Apparel,Topwear,Tops,Grey Melange,Summer,Casual,Myntra Women Grey Melange Top,2563,482,2.5
4305,Unisex,Apparel,Topwear,Tshirts,Green,Summer,Casual,Tantra Kid's Unisex Tribal Blast Green Kidswear,2155,89,4.7
14680,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Basics Men Yellow Striped Polo T-shirt,345,304,3.3
33290,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Arrow Sport Men Black Slim Fit Shirt,245,249,4.7
10012,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,Nike Men's Breakli Navy Blue Track Pants,1081,88,3.9
15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Spykar Men Washed Blue Jeans,1533,128,3.8
37630,Girls,Apparel,Topwear,Tshirts,Red,Summer,Casual,Madagascar3 Girls Soft Red Printed T-Shirt,2529,354,4.4
17237,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,U.S. Polo Assn. Men Solid White Polo  Tshirt,1560,96,4.3
51422,Men,Apparel,Topwear,Shirts,Teal,Summer,Casual,Myntra Men Teal Shirt,2807,452,4
30415,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Deni Yo Men Slim Fit Washed Blue Jeans,668,92,4.4
9628,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Indigo Nation Men Plain Shirt Blue Shirts,228,244,3.6
2260,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Nike Mens Blue Polo T-shirt,2172,114,2.8
9688,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Puma Women USP Chest Cat Fuchsia T-shirt,2123,304,4
34015,Girls,Apparel,Dress,Dresses,Magenta,Summer,Casual,Gini and Jony Girls Pink Dress,1400,70,4
29598,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Indigo Nation Men Striped Black & Blue T-shirt,1187,284,4.5
16345,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,Peter England Men Stripes Pink Shirt,2491,183,3.2
51482,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Men Blue Jeans,457,188,2.7
4197,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Ed Hardy Men's Buddha Light Blue T-shirt,766,202,5
36742,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar Women Aza Blue Jeans,260,254,5
41610,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Basics Men Blue Checked Shirt,644,455,3.4
24287,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,Casual,Quiksilver Men Grey Sweatshirt,2168,260,4.7
5879,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Puma Women's Polo Pink T-shirt,2685,208,2.7
45082,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,Casual,Bwitch Pink Nightdress,1689,67,3.6
14620,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,United Colors of Benetton Men Stripes Blue Shirts,1165,425,4.5
13405,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,United Colors of Benetton Men Check Green Shirts,335,301,2.9
27630,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,Scullers Men Khaki Trousers,481,430,4.2
17899,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,Nike Men Casual Black Jacket,1555,485,2.5
2052,Men,Apparel,Topwear,Tshirts,Brown,Winter,Casual,Lee Men's Trademark T-shirt,1751,378,4.9
34227,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Proline Men Grey T-shirt,227,199,3.6
28678,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,Proline Men Black Track Pants,2577,8,4.4
22342,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,John Players Men Printed Grey T-Shirt,764,476,2.3
7520,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Men's As Training Blue T-shirt,2990,296,3.9
52451,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,Casual,Red Rose Pink Nightdress,2327,54,2.2
40194,Women,Apparel,Topwear,Kurtis,Mustard,Summer,Ethnic,Mumbai Slang Women Mustard Kurti,2930,54,2
57123,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Elle Women Red Top,1230,494,4.7
11736,Men,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,Lee Men Stripes Maroon T-shirt,1520,377,3.5
25503,Girls,Apparel,Dress,Dresses,Black,Fall,Casual,Doodle Kids Girls Polka Dot Black Dress,1835,329,4.9
59885,Women,Apparel,Topwear,Tops,Beige,Fall,Casual,Femella Women Beige Tube Top,761,295,2.5
16513,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Washed Blue Jeans,2015,215,3.7
46263,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,109F Women Black Printed Tunic,1270,343,2.1
7144,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Scullers For Her Women's Wow Knit Blue Top,579,289,3.9
12381,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Reid & Taylor Men Checks Blue Shirts,2822,320,3.7
31103,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,Gini and Jony Boys Printed Black T-shirt,775,190,4.4
50908,Women,Apparel,Saree,Sarees,Navy Blue,Fall,Ethnic,Prafful Navy Blue Crepe Printed Sari,2500,328,3.5
2604,Women,Apparel,Topwear,Tshirts,Maroon,Fall,Sports,ADIDAS Women Maroon T-shirt,1277,104,2.7
43523,Women,Apparel,Bottomwear,Trousers,Beige,Winter,Casual,French Connection Women Beige Trousers,2640,310,3.4
13253,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Palm Tree Kids Boys Printed Navy Blue Tshirts,1031,282,4.7
26988,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,Casual,Jealous 21 Women Blue Jeggings,1246,66,2.8
44706,Women,Apparel,Topwear,Tops,White,Fall,Casual,Wills Lifestyle Women White Top,2652,177,4.8
5421,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Ant Kids Boy's Love This Game White Kidswear,1909,216,4.4
20243,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Wrangler Women Native Blue Tshirt,2980,290,3.6
14076,Men,Apparel,Topwear,Shirts,Blue,Winter,Casual,Flying Machine Men Check Blue Shirts,1502,480,3
21391,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Locomotive Men Printed Red T-shirt,2074,238,3.5
36326,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Mr. Men Boys Mr. Noisy Yellow T-shirt,2551,342,3.2
15998,Men,Apparel,Topwear,Shirts,Brown,Fall,Casual,Turtle Check Men Brown Shirt,452,381,4.3
38846,Women,Apparel,Dress,Dresses,Brown,Summer,Casual,Latin Quarters Women Brown Printed Dress,2368,227,4.4
21157,Women,Apparel,Topwear,Shirts,Green,Summer,Casual,s.Oliver Women Striped Green Shirt,860,480,3.2
40160,Boys,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,Gini and Jony Boys Raw Wash Navy Blue Jeans,451,70,4.3
33492,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Doodle Kids Boy Check Blue Shirt,2148,336,2.1
10610,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Flying Machine Men Green Polo Tshirts,800,114,2
3510,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,ADIDAS Women Black Silver Tights Capri,303,129,4.8
26372,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,Arrow Woman Check Grey Trousers,2939,452,3
12147,Women,Apparel,Topwear,Kurtis,Green,Fall,Ethnic,Aurelia Women Solid Green Kurtis,2782,323,3.3
13095,Men,Apparel,Topwear,Sweatshirts,Green,Fall,Sports,ADIDAS Men Cfc Auth Hood Green Sweatshirts,875,411,4.2
6062,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,UCB Men's Roundneck Take Good Look Black T-shirt,2044,114,2.4
26140,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,John Miller Men Striped Black Trousers,412,23,3.9
3722,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Lee Men's Green Cowboy T-shirt,2877,72,4.5
27092,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Aneri Women Monika Brown Kurta,426,221,4.9
30819,Women,Apparel,Bottomwear,Leggings,Pink,Summer,Ethnic,Fabindia Women Pink Leggings,1528,291,4.7
37200,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,United Colors of Benetton Men Washed Blue Jeans,2872,172,4.1
1849,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Inkfruit Mens Unbreakable Mumbai T-shirt,2068,84,4.9
14082,Men,Apparel,Topwear,Sweaters,Blue,Fall,Casual,Flying Machine Men Solid Blue Sweaters,1827,60,4.8
53745,Women,Apparel,Bottomwear,Capris,Grey,Summer,Casual,ADIDAS Women Dark Grey Capris,316,368,2.3
15150,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Arrow Sport Men Stripes Blue Shirts,1106,254,2.6
40352,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,Tokyo Talkies Women Navy Blue Slim Fit Jeans,367,303,2.7
38248,Boys,Apparel,Topwear,Tshirts,Multi,Summer,Casual,Batman Boys Multi Coloured T-shirt,295,66,3.7
56237,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,2448,189,4.3
2294,Women,Apparel,Topwear,Tops,White,Fall,Sports,Nike Women's Miller Top,2204,85,3.2
3346,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's You Are Not My Type Black T-shirt,2652,246,2.2
31593,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Mark Taylor Men Printed Grey T-shirt,2666,417,4.4
17263,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,U.S. Polo Assn. Men Stripes Tibetian Red Polo Tshirt,1213,472,2.8
23056,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Arrow Sport Men Grey Striped T-shirt,1805,119,4.6
54938,Women,Apparel,Topwear,Tshirts,Sea Green,Summer,Casual,Do u speak green Women Sea green T-shirt,1222,172,3.5
51476,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Men Blue Jeans,699,295,2.2
24273,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Quiksilver Men Navy Blue Basic T-shirt,2516,265,3.6
10046,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Puma Men Heroes Graphic Green Tshirts,2466,179,2.6
4351,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Mickey Men's Mickey Standing Passing Ray Brown T-shirt,1518,487,4.3
32918,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Status Quo Men Printed Blue T-shirt,1629,195,4.2
53113,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Myntra Men Grey Printed T-shirt,1059,167,4
5283,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Classic Polo Men's White Blue Logo T-shirt,1542,149,2.8
24041,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Locomotive Men Printed Black T-shirt,1074,272,4.2
26716,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Puma Men Large Logo Red T-shirt,1556,39,2.9
3948,Women,Apparel,Topwear,Tops,White,Summer,Casual,Jealous 21 Women White Flower Black Stripe Top,2294,56,2.9
14049,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Flying Machine Men Washed Blue Shirts,422,29,2.5
1882,Men,Apparel,Topwear,Tshirts,Red,Winter,Casual,FIFA Mens Code Collection Red T-shirt,2406,117,3
36319,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Mr. Men Boys Tickle Yellow T-shirt,1090,376,4.7
38283,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,Marvel Boys Green T-Shirt,1555,241,4.8
7349,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Tantra Men's Chai Chai Grey T-shirt,1286,157,2.6
27865,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual,Scullers For Her Striped Purple Shirt,2053,441,3.6
7947,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Puma Men's Graphic White Navy T-shirt,1441,124,2.3
19564,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,United Colors of Benetton Men Green Polo Tshirt,838,427,2.5
6895,Women,Apparel,Topwear,Tops,White,Summer,Casual,Forever New Women Ivory Printed White Top,1526,288,3.8
13862,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Scullers Men Check Blue Shirts,1738,67,3.2
50339,Women,Apparel,Topwear,Kurtis,Yellow,Summer,Ethnic,Aurelia Women Yellow Kurti,2226,391,2.6
40997,Girls,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Gini and Jony  Girls Woven Black Jeans,2721,174,3.5
39163,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Aneri Women Black Printed Kurta,520,302,4.7
8557,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Basics Men Grey T-shirt,271,370,3.6
19100,Women,Apparel,Topwear,Kurtas,Mustard,Fall,Ethnic,Mother Earth Women Mustard Kurta,977,157,3.6
34218,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,Proline Off-White Polo T-shirt,162,302,4.9
28647,Women,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Women Slim Crew Blue T-shirt,637,341,4.8
2851,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Mr.Men Men's Just Mediating Mr.Lazy Blue T-shirt,1408,385,3.1
16148,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Tokyo Talkies Women Printed Blue Top,2424,150,4.6
3983,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Mr.Men Men's Wassup White T-shirt,2595,272,2.4
29795,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,Basics Men Olive Shirt,160,440,3.8
25964,Women,Apparel,Topwear,Tunics,Red,Summer,Casual,Femella Women Red Tunic,2881,82,3.1
58702,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,ALayna Women Multi Coloured Kurta,1445,44,5
56698,Men,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Fabindia Men Blue Kurta,1230,497,3.1
5846,Women,Apparel,Topwear,Tops,White,Summer,Casual,ADIDAS Women Roller White Top,2781,438,4.8
19332,Women,Apparel,Topwear,Jackets,Black,Fall,Casual,United Colors of Benetton Women Solid Black Jacket,2574,199,2.3
31558,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,Formal,Mark Taylor Men Striped Navy Blue Trousers,2533,57,2.4
28475,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Urban Yoga Women Printed Blue Kurta,201,351,2.5
55821,Women,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit S11-3231,1233,115,3.6
